tweet_text,cyberbullying_type
"Kamilla ta lutando contra as formigas e catitas da cozinha, ''ant bullying'' Garota Baygon @user",not_cyberbullying
"Nao sei quem sofre mais bullying, se é o Nathanael ou a professora de ingles.",not_cyberbullying
SPOCK DIED???,not_cyberbullying
@user @user http://t.co/oCBCQYL8o5,not_cyberbullying
@user justin malah lebih parah dri itu dia sering di bully. ya aku ngerti aku jg fans keduanya itu haters salah,not_cyberbullying
"Yo no puedo decir,me voy a ir de viaje,y tu(apuntando a un alumno) me lo vas a pagar de tu salario,eso es bulling weh! @user (qro11",not_cyberbullying
RT @user: @user THEY DON'T EVEN GO HERE,not_cyberbullying
@user You tell me...,not_cyberbullying
parece que eu to sofrendo bullying não usando avatar de peace and love,not_cyberbullying
*gag* https://t.co/R4seYFa5s8 #stopwadhwa2015,not_cyberbullying
se eu confessar que tô começando a gostar de fonk algm vai fazer bullying ??,not_cyberbullying
RT @user: Ariana Grande has no chill lmao http://t.co/EJnzXS088U,not_cyberbullying
Sacanear Botafoguense é Bullying e eles choram de verdade.,not_cyberbullying
"asik2 linimasa isinya orang misuh2 nge-bully antv, terima kasih dan selamat malam :p #provokator",not_cyberbullying
"@user Oh, okay!",not_cyberbullying
@user a TI t quería decir que te vi en la tv y q salías linda pero q = t haría bullying. Se lo dije a tu kissmyass sin querer =(,not_cyberbullying
@user Niiicce...,not_cyberbullying
@user @user https://t.co/02jbyWFJ2F top kek?,not_cyberbullying
@user @user @user @user @user @user @user @user This. http://t.co/NUrVhiKBHZ,not_cyberbullying
@user kinda fucked up,not_cyberbullying
@user haha yeah x) ohh okayy .,not_cyberbullying
"Sacanear Botafoguense é Bullying, sacanear Tricolor é Homofobia, e sacanear Vascaíno leva um processo no PROCON",not_cyberbullying
"@user suuuuuuuumemo, bulling nela ! hahahah",not_cyberbullying
PaTTy ONE Nd ALREADY Ayee BULLY !,not_cyberbullying
"@user Hay niños de 12 años que sufren de bullying por gorditos en su escuela, ten cuidado jaja",not_cyberbullying
#M…,not_cyberbullying
Relevant:http://t.co/2Z2EkuXlYT,not_cyberbullying
"seseorang yang memberikan beban dan mem-bully bukan seseorang seperti kamu yah.. After all, sy selalu balik lg dg km, my bobf @user ♥",not_cyberbullying
Give me your love,not_cyberbullying
Lilia Cabral sofrendo bullying na novela das 9! #FInaEstampa,not_cyberbullying
At Annie and Lloyds breakfast ... #mkr http://t.co/5SOx1OPObI,not_cyberbullying
@user @user y'all just made me tear up,not_cyberbullying
Squares Out Yo Circle.,not_cyberbullying
@user @user @user bahahaha,not_cyberbullying
"Mi teacher esta en contra del bullying, pero ¡ah como le encanta burlarse de Ninel Conde!",not_cyberbullying
"Galera, amanhã a Defensoria Pública estará ministrando mais uma palestra sobre drogas e bullying no Centro Educacional Vitória Santa Maria",not_cyberbullying
@user @user @user yesssss,not_cyberbullying
"ta dando um filme sobre bullying na tv , triste isso D:",not_cyberbullying
Estamos preparando nossa aula de Bullying com a super orientação da #BarbaraNogueira #stopbullying,not_cyberbullying
NO http://t.co/st8EjQQHFj,not_cyberbullying
Still grinning. 😁 http://t.co/2isypVUpyg,not_cyberbullying
@user ewaaaan msama kp din skin #bully,not_cyberbullying
@user lmaoo I feel,not_cyberbullying
"@user @user niat donk, untuk mengenal lebih jauh partner gw untuk bully kamu... Hahahah",not_cyberbullying
@user Baghdadi ran like a chicken in Gwer.,not_cyberbullying
Bully Beatdown o/,not_cyberbullying
@user @user @user http://t.co/DdECoBanZx,not_cyberbullying
@user he does love me :) lots n lotsss :O,not_cyberbullying
Frio é bullying contra os solteiros. http://t.co/oogk4Hf,not_cyberbullying
httpsâ¦,not_cyberbullying
Só tuito coisa inutil. u.u UASHUASHASUHSU. isso se chama auto-bullying. n pratiquem isso em casa. :/,not_cyberbullying
@user siguele siguele!!! Pero hoy abra bullying para ti!!,not_cyberbullying
@user http://t.co/FGUPLrvosi,not_cyberbullying
Manu just shut her up 😂🙌🙌 #mkr,not_cyberbullying
"Oh man, yes! https://t.co/OspX66okpB",not_cyberbullying
Isadora está fazendo bullying mentalmente,not_cyberbullying
@user ❤️❤️,not_cyberbullying
I don't want waiting.... BWAHAHAHA #mkr,not_cyberbullying
"Una pregunta, a lo mejor a algunos se les hace ofensiva, espero que no me de Unfollow, pero ¿realmente creen que exista el #Bullying ?",not_cyberbullying
"Meninos do Tumblr são assim: - › Meninas do Tumblr são assim: › › E eu, sou assim: › › Isso é bullying. http://tumblr.com/xkc40tq1x3",not_cyberbullying
Kana bully by W520 guy :(,not_cyberbullying
CLICK 4 DETAILS -&gt; http://t.co/Nwybqhp ALL ROADS LEAD TO #WILDBULL THIS THURSDAY HOSTED BY @user (EVERYONE 5$) &lt;- SPREAD THE WORD,not_cyberbullying
@user okay byebye! :-))),not_cyberbullying
Bullying depois de velho é nóis! ahhahahahhaha http://t.co/mYCPcJJ,not_cyberbullying
@user skill,not_cyberbullying
"@user @user amiguitos míos, no todo es pala en la vida... Estoy con amigdalitis muy mal agonizando y ustedes me hacen bulling",not_cyberbullying
"Obama just said ""user face desginer"" - oh no. no no no.",not_cyberbullying
@user @user http://t.co/pRFa16VASs,not_cyberbullying
"Hoje dei como tema para um debate 'bullying' uma galera: 'UUUUU', bullying deve ser debatido dia&noite.",not_cyberbullying
@user @user Ashhh ni se quejen que Uds. Igual me hacen bullying ehhh POBRE de MI!!!!,not_cyberbullying
"sofrendo ""bullying"" no trabalho só porque descobriram que sou louca por @user e @user ... tenho 19 anos e gosto mesmo, E DAI???",not_cyberbullying
@user isso que você faz comigo é Bullying sabia ?  Coisa chata ;',not_cyberbullying
Ya Allah di bully gua..,not_cyberbullying
"@user @user agora Rolândia vai sofrer bullying do país inteiro, que dó que dó que dó UASDHAIUSDHAISH",not_cyberbullying
@user http://t.co/gQbL8DlYpG,not_cyberbullying
@user akjskjaks demasiado bullying sakjkashasjkhsajka v.v,not_cyberbullying
bully é o kralho,not_cyberbullying
RT @user: mmmm Vietnamese Chilli Chook @user @user @user @user @user 🍗🍗🍗 #MKR mmmm http://t.co/EF9J…,not_cyberbullying
I'm interested,not_cyberbullying
"Bulling é foda tava vendo na tv a menina tomo um pal poorqe não quis fazer a lição da forgada que bateu nela,lasco com a cara dela.",not_cyberbullying
This episode is so much fun! Nak ada kat situ jugak :3 #mkr,not_cyberbullying
@user http://t.co/ElwRyZZhT2,not_cyberbullying
"@user haha, I like it.",not_cyberbullying
Quem mais sofre bullying: ( ) Loiras ( ) Gordos (✘) O numero 24º da chamada. @user OSIAOISOAISOIAOSIAIOIOSO,not_cyberbullying
"Contra o Palmeiras não é rivalidade, é bullying ® Parabéns Palmeiras!",not_cyberbullying
@user @user Glad you like it. http://t.co/3ME3Nrk8xZ,not_cyberbullying
New books! Yiii! 📖😊,not_cyberbullying
wolf blood yes boys!,not_cyberbullying
"@user HSUAHUSHAUIHSUAIHSUAHUi tu naõ vale nada Dri kkkk fazem sim, você todas fazem bullying com ele kkk",not_cyberbullying
To sofrendo bullying vendo as fotos desse povo infinitamente mais bonito que eu. http://tumblr.com/x6j3ycm8iz,not_cyberbullying
&amp;&amp; he talking loud Af!,not_cyberbullying
Digging this challenge #MKR It's making me hungry,not_cyberbullying
@user @user @user @user http://t.co/hv501VcGx7,not_cyberbullying
CONADET: Disco praise,not_cyberbullying
@user http://t.co/BBSKI6R37w,not_cyberbullying
@user wonderwoman suit by blackmilk.,not_cyberbullying
@user http://t.co/AZzO3NyuUb,not_cyberbullying
'Bloody' sorbet.  #mkr,not_cyberbullying
@user ada juga kita smua yg mem-bully lo miss 20!!! Anak kecil  (¬.¬͡) cc: @user @user @user,not_cyberbullying
@user  i've found ur key!!,not_cyberbullying
Nva Rat On My Homies,not_cyberbullying
Wish there was a home viewer vote. Kat and Andre would be loooooooooong gone #mkr,not_cyberbullying
People choice even better!! #mkr,not_cyberbullying
NEWS| Miley na lista dos famosos que já sufreram de Bullying http://t.co/xbm1XwC (via @user,not_cyberbullying
Me disculpo,not_cyberbullying
@user http://t.co/CHYCjtepYf,not_cyberbullying
http://t.co/tpAmOJs vía @user,not_cyberbullying
Nooooooo http://t.co/HVZT1QD5aI,not_cyberbullying
@user I like it! #mkr,not_cyberbullying
@user Ouch,not_cyberbullying
Bullying no ambiente acadêmico? HAHAHAHAAHAHAHAH,not_cyberbullying
@user Good night.,not_cyberbullying
RT @user: @user I disagree,not_cyberbullying
Feliii cumple amiguita hermosa @user  te queroooo y aunq paresca bulling tantoo saludoo no lo es bueno sii un poquiiiitoo jajajaja!,not_cyberbullying
"@user yes meli yes!! Lebaran masi lusa, bully trus @user !! Hahha",not_cyberbullying
Não é bullying se eu jogar um tijolo na cara d bisk e fingir que estava brincando de pedreiro.,not_cyberbullying
how did kat &amp; andre cruise by again????? urg. #mkr,not_cyberbullying
"Sacanear Botafoguense é Bullying, Tricolor é Homofobia,e sacanear Vascaíno leva um processo no PROCON, porque ""freguês"" tem sempre razão!",not_cyberbullying
YOU CAN ASPHYXIATE A DISENGAGE WHAAAAAT,not_cyberbullying
@user Womderful.,not_cyberbullying
@user http://t.co/dduX3ZbMtE,not_cyberbullying
Why?,not_cyberbullying
"Você é feia e gorda - na frente do praticante de bullying: Longe do praticante de bullying,em casa:... http://tumblr.com/xjq41fsf5r",not_cyberbullying
@user http://t.co/PwgDKlbdae,not_cyberbullying
RT @user: STOP SAYING SASS OR I WILL PUT MY FOOT UP YOUR ASS #MKR,not_cyberbullying
NEW CLICKY http://t.co/qGsdU9mrmT,not_cyberbullying
@user Amor eu to sofrendo bulling na escola sabia ?,not_cyberbullying
@user @user @user @user @user @user @user @user No it doesn't.,not_cyberbullying
@user @user parah bgt dah di bully w,not_cyberbullying
Sebelah kanan saya ini melet saya bully. (¬_¬),not_cyberbullying
How awkward #mkr,not_cyberbullying
"2 Fatos: Seus melhores amigos cometem MUITO BULLYING com vc, e se NÃO COMETEREM, não são seus melhores amigos! ;D",not_cyberbullying
@user mlp?,not_cyberbullying
"@user http://t.co/dHOdWO4hBV, https://t.co/RHr2Oc4Toy",not_cyberbullying
Kat didn't like the canoodles.... #mkr #mkr2015,not_cyberbullying
@user https://t.co/9ucLBSZm3r,not_cyberbullying
We're serving leftovers for breakfast  #mkr,not_cyberbullying
"nunca fiquei com ninguém na minha vida, eu sofro bullying por causa disso :(",not_cyberbullying
"Cómo webearán a los hijos de la Alejandra Herrera locoh, debe ser un festín de bullying xD",not_cyberbullying
@user http://t.co/evlKuHXmut,not_cyberbullying
#bully tbm faliu kkkkkk,not_cyberbullying
"Woohoo, #MKR 😁👏👏",not_cyberbullying
"fizeram mó bullying comigo hoje, isso vai ter volta, já vou avisando.",not_cyberbullying
@user N SAO DIRETAS É BULLYING MESMO,not_cyberbullying
RT @user: #mkr http://t.co/lZ7m2e8Q4K,not_cyberbullying
@user @user @user @user @user @user @user bully jeje adalah satu kesenangan tersendiri o:),not_cyberbullying
bullying em otaku feliz é o mais divertido,not_cyberbullying
@user @user,not_cyberbullying
"@user de la chingada mi bully, yo perdí la fe hace mucho tiempo ya me canse pero no puedo hacer que pare #pesadilla.",not_cyberbullying
Frio é bullying contra os solteiros. http://t.co/qATI3Jw,not_cyberbullying
@user @user @user WHY DO YOU HATE FREEDOM,not_cyberbullying
@user probs not.,not_cyberbullying
"Neguinho passa a aula inteira fazendo pergunta pro professor, ai dps sofre de bullying e acha ruim!!",not_cyberbullying
Bullying matutino cortesía de sus locutores favoritos @user @user y él vendepiñas @user en #bdsf escuche sus consejos y pongalo a dieta,not_cyberbullying
4 rounds of instant restaurants???? Craaaazy #mkr,not_cyberbullying
"@user ISSO É BULLYING, SE TÁ SABENDO NÉ. Pensa a vergonha, vc com seus amigos na BALADA e te liga uma ""Luana Restartica"" ... pelamor!",not_cyberbullying
"@user oits... Siapp, blm lengkap. Hak untuk berinformasi, berekspresi dan berpendapat, tanpa harus takut di-bully grup hardliner.",not_cyberbullying
@user Diz: Vooc magra desse Jeito Sofria Bulling Magina eu qe so gordinha uhsauhsahuuhsahuas' Euri teamodoro viiu !,not_cyberbullying
pratico bullying contra a china,not_cyberbullying
😂😂😂 shame @ kat &amp; andre #MKR,not_cyberbullying
@user @user @user @user http://t.co/3STqFHxM8C,not_cyberbullying
@user @user http://t.co/qH0FMCTHMu,not_cyberbullying
"haha, dando uma passeada pelo fake, me deparo com esta frase. . Frio é bullying contra os solteiros. UHEAUHEUAEA",not_cyberbullying
@user Isso é bullying. huahau,not_cyberbullying
@user patron?,not_cyberbullying
compre uma cafeteira,not_cyberbullying
"Olha que absurdo, na minha escola pode ir de chinelo de qualquer marca, menos Havainas, isso é preconceito, Bullying.!! kkk",not_cyberbullying
0505 e eu aqui sofrendo bullying da vida,not_cyberbullying
Soo blown away.,not_cyberbullying
"Baby I love you, love you love you somuch- cherrybell",not_cyberbullying
"Niñas, reinas del “bullying” en escuelas privadas - El Universal - DF - http://t.co/yTRultW",not_cyberbullying
NO! *flips desks* #mkr,not_cyberbullying
I love pimple damn much &lt;3,not_cyberbullying
OAPI got a mention on Kotaku. :) http://t.co/ME8NWsU7wo,not_cyberbullying
Servidor é demitido por postar piada sobre Dilma em Twitter http://t.co/Vwhh0VQ #folha Mais de 50% dos bras. fazem bulling com a Dilma rssss,not_cyberbullying
@user Sin amistad no hay bulling,not_cyberbullying
@user False equivalences are fun!,not_cyberbullying
"toda hora as meninas gritam gol do corinthians e eu fico assustada, isso é bullying!",not_cyberbullying
Kasihan arsenal di bully gitu,not_cyberbullying
@user @user @user @user I doubt it,not_cyberbullying
"rencananya , nnti mau makan bareng2 , gue,zaki,bully yang bayar , patungan, wk",not_cyberbullying
Intelligence &amp; class,not_cyberbullying
Bully beatdown el mejor programa q a tenido MTV claro después jersey shore,not_cyberbullying
@user http://t.co/4I4S1dYgGG,not_cyberbullying
"@user Ahhh parabéns ;), não deixamos ninguém sofrer bullying ...rs",not_cyberbullying
Bullying: A brincadeira que não tem graça leia: bit.ly/pj3ZiY,not_cyberbullying
bullying é o oq passa o número 24 da caderneta de chamada !! #semgraça!,not_cyberbullying
#confieso que le hago bullying en secreto con mis amigas a una compañera que es weona XD,not_cyberbullying
@user paypal@user.com &lt;3,not_cyberbullying
"@user vem logo, tou sendo gongada por estar em casa ainda. rs Bullying!!",not_cyberbullying
RT @user: @user no pressure http://t.co/2aBfsrhrxA,not_cyberbullying
[♣️]]]] FOLLOWBACK,not_cyberbullying
RT @user: @user @user @user http://t.co/BdR2cwfoCt,not_cyberbullying
Uncooked egg....😷 vomit #mkr,not_cyberbullying
Frio é bullying contra os solteiros. http://t.co/7LuezGj,not_cyberbullying
"@user jajaja yo no hago bullying, soy buena! ;) y sii soy muy enamoradiza! x'D",not_cyberbullying
O verão é bullying contra as mulheres feias.,not_cyberbullying
My daddy was a bedroom bully.. & had a bully baby,not_cyberbullying
"@user você faltou hoje, eu fiquei tão forever alone, não tinha ngm para práticar bullying , haha love you !",not_cyberbullying
Armani de #Designer is classic but Armani de dj is #Classia. @user,not_cyberbullying
¿Por qué alguien a quien yo claramente le haría bullying cada dos segundos querría conocerme?,not_cyberbullying
too bad i ain't packing like that banana ðð https://t.co/gyWnhy62o7,not_cyberbullying
RT @user: #mkr can't even http://t.co/iUcYYMM9JE,not_cyberbullying
não é bullying se você for eu,not_cyberbullying
RT:@.vid.http://t.co/EYNCRsiEdD,not_cyberbullying
vc ve o nome da pessoa e se pergunta como ela não sofre bullying por causa disso: cata preta casella,not_cyberbullying
@user it's killing me #MKR,not_cyberbullying
@user  HAHAHA TALVEEZ VOOC SOFREU BULLYING NA BARRIGA DA SUA MAAE *---* #ESSANUMTEVENADAAVER ;S,not_cyberbullying
O que o @user faz comigo é bullying! Tsc. Kkkkkk,not_cyberbullying
@user IT BEGINS.,not_cyberbullying
HEE HEE HEEEEEEE,not_cyberbullying
59.8% = femalesâ¦,not_cyberbullying
DC is terrible. Marvel forever. http://t.co/vZgCxwv9Jz,not_cyberbullying
@user @user fazemos bullying demais pra uma pessoa só ne @user UHAUSHAUS,not_cyberbullying
#mkr http://t.co/uXxoFqJ2cJ,not_cyberbullying
@user hahaga just like me then! You not go uni?!,not_cyberbullying
"@user jajajajaja si hay que hacerlo, para no sufrir bullying de nuestras madres :c xd",not_cyberbullying
"pois agora é crime! Sacanear Palmeirense é Bullying,",not_cyberbullying
Guru wes tuwek sek iso di bully ae wkakakakka,not_cyberbullying
Robert &amp; Lynzy,not_cyberbullying
pq no queremos que las otras Ues no hagan mas bullying !!! #ahoraletocaalaPUC,not_cyberbullying
Wtf ima do today?,not_cyberbullying
@user Chiken Express,not_cyberbullying
@user https://t.co/CQyEYwtEDw,not_cyberbullying
brand new day,not_cyberbullying
@user buyao laa~buyao mei tian bully wo la=(,not_cyberbullying
"@user saiu 1 reportagem acho que na @user ""Superinteressante"" sobre Bullying, eu não tenho certeza se é nela, vi de longe",not_cyberbullying
@user praticando bullying com os mosquitos kkkkkkkk,not_cyberbullying
@user @user maltese/cocker spaniel mix. :),not_cyberbullying
"RT @user: YPG: 37 Daesh gangs killed in Kobanê, Til Temir and Serêkaniyê http://t.co/be0BvB2iPz via @user",not_cyberbullying
@user @user @user @user @user @user @user @user @user @user Thank you!,not_cyberbullying
WTF IS GOING ON #MKR,not_cyberbullying
@user  TO SOFRENDO BULLYING KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK,not_cyberbullying
Cannot headdesk hard enough.,not_cyberbullying
"@user Es una limpieza sabia, aunque así el bullying se hace más interesante.",not_cyberbullying
#mkr  it should have been Kat and Andre #flogs!,not_cyberbullying
@user http://t.co/P6KTLT0XBZ,not_cyberbullying
I feel in love .,not_cyberbullying
@user but daaaaaaaad,not_cyberbullying
"minha mãe me chamo de gorda na cara dura agora, que bullying ¬¬",not_cyberbullying
@user I HATE UR GUTS. Y DO U HATE VIDEO GAMES SO MUCH?,not_cyberbullying
"#flashback dulu TK udah sering di bully-___-""",not_cyberbullying
- #HappilyMe,not_cyberbullying
@user Me deixar falando sozinha é Bullying tá. rs,not_cyberbullying
@user http://t.co/Jb1NzwOy3r,not_cyberbullying
Frio é bullying com os solteiros.,not_cyberbullying
Made some banana and nutella bread #yum #TakingYouHome #helenaandvikki #Mkr,not_cyberbullying
@user @user https://t.co/b5HFOAtfbk,not_cyberbullying
"if u like #MKR, i like u",not_cyberbullying
@user @user es que si le hago violación no sería bullying :c,not_cyberbullying
Photo: › Meu cérebro faz bullying com o meu coração. Tati Bernardi http://t.co/rEbTuEJ,not_cyberbullying
#juegosdecolegio hacerle bulling al weon del curso,not_cyberbullying
Don't like liver #mkr #mkr2015,not_cyberbullying
@user blackmilk.,not_cyberbullying
But is it Paleo?   #mkr http://t.co/7xbuqFO1WM,not_cyberbullying
Ima Rockstar Forever,not_cyberbullying
MÃ©xico Opina 'Bullying'  #CNNMex creo que al agresor se le debe tratar psicologicamente porque es la parte mas  dañada.,not_cyberbullying
@user mira estos ! http://bit.ly/np0V5z http://bit.ly/qnBAUO http://bit.ly/r0We3Z el 2 es el qe te dije qe el bully ganaba.,not_cyberbullying
@user #FalseEquivalence,not_cyberbullying
No schoolworks done.,not_cyberbullying
"Imaginar ser  pobre, negro, gay, gordo,feio e nerd. Que desgraça que deve ser. E voce ainda reclama de bullying...",not_cyberbullying
@user estoy acostumbrado al bulling!! Pero no pense que me seguiria al twitter -sarcasmo- xd,not_cyberbullying
@user pero al q le hicieron bullying fue a mi poos :C ahahha oye si es rico el catchow viene rellenas con pescado 1313 asiq perfect ojajo,not_cyberbullying
Curso de Bullying - Cursos 24 Horas - Cursos Online com Certificado http://t.co/dnEZCJa via @user,not_cyberbullying
Ever get #bullied for being fat? Porky gets her revenge: http://t.co/dJTuOsX,not_cyberbullying
"@user @user  100% de acuerdooo bullying a alita millanir, por no respetar la libertad a la critica",not_cyberbullying
Damn I'm hungry,not_cyberbullying
Bullying co pereirao na facul #finaestampa,not_cyberbullying
Sofro Bullying pela @user kkk mas ela tem medo de mim falando que MEUS meninos são lindos ((:,not_cyberbullying
@user I SAW YOUR FACE,not_cyberbullying
"Seu merda - ""Isso é bullying"" - ""Só se for com a merda"".",not_cyberbullying
SOFRU MOITO BULLING AKI NA COMUNIDADI PQ SO A UNICA COCOTA DI CABELU LISU =/,not_cyberbullying
I'm chilling,not_cyberbullying
@user I feel u son. Dicks has some Reebok ones for like 20 or UA for like 30,not_cyberbullying
Adolescente diz que apanha de \ncinco colegas há sete meses em MS: Estudante diz ser vítima de bullying e que ch... http://glo.bo/pd2hlH,not_cyberbullying
@user kkkkkkkkk tadinho do theu ): sofre bullying em casa é ?,not_cyberbullying
@user Here8 https://t.co/xWJzpSodGj,not_cyberbullying
@user @user @user ROFLMAO.,not_cyberbullying
https://t.co/mQaSFPwoFp // @user,not_cyberbullying
@user https://t.co/M8w8xnUnDL,not_cyberbullying
@user  bullying? Bate logo na cara das pessoas causadoras desse mal que resolve logo esse problema ... fikdik rsrs Bom Dia ae =),not_cyberbullying
I feel like breakfast ?!?! #mkr,not_cyberbullying
Hope you do okay XD,not_cyberbullying
RT @user: @user Summer? But it's…hm. http://t.co/ckP0hUzQPr,not_cyberbullying
Não é bullying se o remedio for amargo.,not_cyberbullying
@user @user @user @user @user Snooor.,not_cyberbullying
"@user hahaha kamu di sana dibully ga? Bilangin bule-bule itu ya, awas kalo berani jahatin kamu! Yang boleh bully malkia kita2 aja :*",not_cyberbullying
"@user wkaka.bhsa lo ""bully""..macem ngrti ae artinye.,hha.Iye drpd lo galau mslh ""perhitungan"" mulu di tweet..cinta brat diongkos?hha",not_cyberbullying
Quebrando o Silêncio alcança a América do Sul contra o bullying http://me.lt/1bGtA,not_cyberbullying
@user @user You are a liar. http://t.co/5SMT6W9Njy,not_cyberbullying
@user jajajajajjajaja tu eres la #BULLY jajajajaajja C:,not_cyberbullying
RT @user: [PIC] 170402 Han Minjung's Instagram Update with Sungjong https://t.co/pOCUz4hd4i https://t.co/XNRWdU7bjD,not_cyberbullying
"@user @user kkkkkk, tadinha, tadinha, daqui a pouco ela chora dizendo que tá sendo vítima de bullying!",not_cyberbullying
"@user é sim, coitado. bullying é feio ):",not_cyberbullying
SIIIIGH http://t.co/BpJX5JwhlH,not_cyberbullying
"Ugh, Kat. #MKR",not_cyberbullying
@user voce ta ai com as meninas e eu FOREVER ALONE aqui por causa da professora que tem bullying comigo :/,not_cyberbullying
Sin Bulling No Hay Amistad :),not_cyberbullying
Love you forever @user :),not_cyberbullying
I love Celines humour 😂 #MKR,not_cyberbullying
Ugh I'm mad,not_cyberbullying
"Dou um empurrão em uma pessoa, isso se chama : - › EU : empurrão. › › SOCIEDADE : bullying ! http://t.co/cBsj9yU",not_cyberbullying
@user @user top kek,not_cyberbullying
@user http://t.co/BXygHtfPk6,not_cyberbullying
Ke bully !!,not_cyberbullying
meu ídolo http://imgs-srzd.s3.amazonaws.com/srzd/upload/z/a/zangief_+bullying.jpg,not_cyberbullying
@user SHUT UP,not_cyberbullying
@user http://t.co/gBMid1NJ8U,not_cyberbullying
HOW MANY ANGLES DOES MY FIST NEED I DON'T UNDERSTAND @user @user,not_cyberbullying
"@user @user (No caminho p/ casa, fiquei uma hora tentando responder a esse tweet, mas a TIM ficou de bullying comigo... =S)",not_cyberbullying
UNICORNS http://t.co/shAq4nGPHN,not_cyberbullying
"Tem Bulliyng no Chaves,na Turma da Monica e etc.O Bullying sempre existiu,mas pq so agora q se fala nisso?",not_cyberbullying
"@user er, too.",not_cyberbullying
"Seu merda - ""Isso é bullying"" - ""Só se for com a merda"". http://t.co/D01pV9o",not_cyberbullying
Omg lol,not_cyberbullying
@user bel.....gila ye lu? -__- iya pgn bgt emang!gue pgn bully lo kalo lo jadi adek kelas gue lagi ~(‾▿‾~) ~(‾▿‾)~,not_cyberbullying
soooo hyped!,not_cyberbullying
Bully Mazzz,not_cyberbullying
*next* silahkan nyepam dh kalo mau ng.bully :),not_cyberbullying
Frio é bullying contra os solteiros. http://t.co/KboQuSp,not_cyberbullying
Do Drasko &amp; Bianca like anything? #MKR,not_cyberbullying
@user yes,not_cyberbullying
Não é bullying se eu jogar um tijolo na sua cara e fingir que estava brincando de pedreiro. http://t.co/3ULluAO,not_cyberbullying
lunch with daddy 😊😊,not_cyberbullying
Bullying *,not_cyberbullying
"Amem, aula acabada .. Quarta feira trabalho sobre bullying e homofobia",not_cyberbullying
@user @user @user BLIZZARD MAKES HALFLIFE 3,not_cyberbullying
Rebecca Black abandona colégio por ser vítima de bullying http://t.co/EqCz5sE,not_cyberbullying
More dog treats http://t.co/51jYzOwtDp,not_cyberbullying
Sufro y no como precious sufro de bullying en la oficina @user @user  http://t.co/TWVrgxY,not_cyberbullying
get rekted Kat and Andre #mkr,not_cyberbullying
RT @user: FK YOU KAT AND ANDRE! #mkr,not_cyberbullying
"acabei de terminar a redação de portugues, o assunto era bullying, adivinha?? o nome: DEMI LOVATO estava la mais uma vez kkkkkkkk",not_cyberbullying
@user magnificent.,not_cyberbullying
"Baru ngerti knp marshanda smpe bikin video memaki temen2nya pas skolah.. Dikucilkan temen itu efeknya bs sampe dewasa, lbh parah dr bullying",not_cyberbullying
Mnet https://t.co/qUYf336tya,not_cyberbullying
@user hi you're rad.,not_cyberbullying
"Read my response to ""Quem mais sofre bullying: ( ) Loiras burras. ( ) Nerds. (X) O número “24” da chamada. ja…"": http://4ms.me/oGaz7D",not_cyberbullying
ANÚNCIO: quem tiver piercing e tatuagem não poderá realizar a peça teatral anti-bulling. seria um mau exemplo aos expectadores.,not_cyberbullying
"Let your past make you better, not bitter.",not_cyberbullying
"meus amigos tudinho sofrem de bullying, é tipo requisito pra ser meu amigo",not_cyberbullying
Me hacen bullying pq mi tía dijo mañana hay que hacer espinacas y yo le dije mi mamá las hace... Y se rieron de mi por mamona!,not_cyberbullying
@user HAHAHAHA made my day so much better,not_cyberbullying
"Denunciar, arma para acabar con el bullying: PAN http://t.co/890kt4W",not_cyberbullying
No. https://t.co/vpiOhlNGFy,not_cyberbullying
@user @user @user BUT HERE'S MY NUMBER,not_cyberbullying
@user @user @user @user http://t.co/4EPmJ85eA1,not_cyberbullying
"RT @user: Khadgar, you're so sassy. http://t.co/H1zs9V2wl4",not_cyberbullying
"Aquele momento bullying na granja quando rebaixam o ""frango à passarinho""... #Rá",not_cyberbullying
Se-timeline lagi pada nge-Bully A*TV lagian gak profesional bgt biasa siarin bola antarkampung sih  ټ,not_cyberbullying
#mkr #meatballs http://t.co/zHSBuw0x7o,not_cyberbullying
@user CRACKLING people #mkr,not_cyberbullying
@user @user i knew it.,not_cyberbullying
@user @user @user @user @user @user @user @user http://t.co/stp5NmjZRY,not_cyberbullying
"Read my response to ""- Diga não ao bullying! #repassa"": http://t.co/qhUaIKg",not_cyberbullying
caio castro fazendo bullying com a(o) pereirão DDDDDDDD:,not_cyberbullying
"http://t.co/Q16weAq En mi artículo de hoy, hablo sobre el bullying...grave problema social",not_cyberbullying
@user sepa eu vou pro sj ano que vem ai eu vou ser da sua classe kkkk mas tem mt gente que me odeia la e eu vou sofer bullying,not_cyberbullying
@user te lo voy a robar por ser una bully :(,not_cyberbullying
@user :),not_cyberbullying
@user shiiiiiiiitt alright thanks!,not_cyberbullying
@user aaah pode parar  veey :'( eu derramei a água ta bom -'- credooo isso é bullying kkk,not_cyberbullying
Christmas classics on ABC Family &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;,not_cyberbullying
Yes a midget kicked me.....felt like a bulldozer shoved me,not_cyberbullying
Glamping??,not_cyberbullying
Blondes vs blondes #MKR,not_cyberbullying
